Date,Sales
2017-01-14,18.96
2017-01-15,374.611
2017-01-16,730.2620000000001
2017-01-17,793.2543333333333
2017-01-18,856.2466666666667
2017-01-19,919.2389999999999
2017-01-20,207.846
2017-01-21,84.98
2017-01-22,147.98
2017-01-23,210.98
2017-01-24,161.56
2017-01-25,112.14
2017-01-26,62.72
2017-01-27,50.230000000000004
2017-01-28,37.74
2017-01-29,14.91
2017-01-30,643.875
2017-01-31,528.1966666666667
2017-02-01,412.5183333333333
2017-02-02,296.84000000000003
2017-02-03,22.2
2017-02-04,215.0513333333333
2017-02-05,407.9026666666666
2017-02-06,600.754
2017-02-07,408.8706666666667
2017-02-08,216.98733333333337
2017-02-09,25.104
2017-02-10,203.983
2017-02-11,1110.704
2017-02-12,609.117
2017-02-13,107.53
2017-02-14,274.43666666666667
2017-02-15,441.34333333333336
2017-02-16,608.25
2017-02-17,1955.5704
2017-02-18,1000.1202000000001
2017-02-19,44.67
2017-02-20,477.84400000000005
2017-02-21,468.016
2017-02-22,458.188
2017-02-23,448.36
2017-02-24,438.532
2017-02-25,428.70399999999995
2017-02-26,984.1840000000001
2017-02-27,848.628
2017-02-28,713.072
2017-03-01,577.516
2017-03-02,441.96
2017-03-03,751.004
2017-03-04,103.5
2017-03-05,87.735
2017-03-06,71.97
2017-03-07,299.9715
2017-03-08,527.973
2017-03-09,755.9745
2017-03-10,983.976
2017-03-11,181.484
2017-03-12,135.626
2017-03-13,89.768
2017-03-14,76.93333333333334
2017-03-15,64.09866666666667
2017-03-16,51.264
2017-03-17,66.894
2017-03-18,82.524
2017-03-19,728.0899999999999
2017-03-20,2.91
2017-03-21,1828.0200000000002
2017-03-22,1019.9300000000001
2017-03-23,211.84
2017-03-24,479.61
2017-03-25,1986.52
2017-03-26,318.408
2017-03-27,2142.244
2017-03-28,48.04
2017-03-29,71.12
2017-03-30,94.2
2017-03-31,296.1128
2017-04-01,828.966
2017-04-02,436.91
2017-04-03,25.472
2017-04-04,297.24062499999997
2017-04-05,569.00925
2017-04-06,840.777875
2017-04-07,1112.5465
2017-04-08,637.1399999999999
2017-04-09,343.0659999999999
2017-04-10,48.992
2017-04-11,178.22933333333333
2017-04-12,307.4666666666667
2017-04-13,436.704
2017-04-14,515.074
2017-04-15,196.45
2017-04-16,102.833
2017-04-17,278.664
2017-04-18,342.574
2017-04-19,406.484
2017-04-20,470.394
2017-04-21,1071.42
2017-04-22,272.632
2017-04-23,567.2520000000001
2017-04-24,456.11650000000003
2017-04-25,344.981
2017-04-26,1.988
2017-04-27,359.8456
2017-04-28,704.0978
2017-04-29,1048.35
2017-04-30,309.344
2017-05-01,4051.5339999999997
2017-05-02,129.93
2017-05-03,405.918
2017-05-04,300.904
2017-05-05,89.991
2017-05-06,623.4648
2017-05-07,1962.0900000000001
2017-05-08,176.04999999999998
2017-05-09,493.85
2017-05-10,355.9125
2017-05-11,217.97500000000002
2017-05-12,328.33000000000004
2017-05-13,458.43
2017-05-14,1179.6699999999998
2017-05-15,303.544
2017-05-16,316.36266666666666
2017-05-17,329.1813333333333
2017-05-18,342.0
2017-05-19,2624.58
2017-05-20,525.2520000000001
2017-05-21,520.05
2017-05-22,181.986
2017-05-23,171.288
2017-05-24,95.06400000000001
2017-05-25,18.84
2017-05-26,265.57
2017-05-27,512.3
2017-05-28,799.689
2017-05-29,71.664
2017-05-30,468.2284
2017-05-31,1197.0542
2017-06-01,1925.88
2017-06-02,1293.692
2017-06-03,661.504
2017-06-04,62.32
2017-06-05,33.635000000000005
2017-06-06,4.95
2017-06-07,751.308
2017-06-08,1497.666
2017-06-09,132.901
2017-06-10,514.165
2017-06-11,455.212
2017-06-12,1337.124
2017-06-13,761.4380000000001
2017-06-14,844.823
2017-06-15,928.2079999999999
2017-06-16,1514.92
2017-06-17,155.25
2017-06-18,917.9235
2017-06-19,1306.705
2017-06-20,662.3125
2017-06-21,17.92
2017-06-22,487.96
2017-06-23,468.707
2017-06-24,449.454
2017-06-25,1272.184
2017-06-26,800.0020000000001
2017-06-27,317.94599999999997
2017-06-28,849.6196
2017-06-29,1381.2932
2017-06-30,2105.661
2017-07-01,1742.6666666666667
2017-07-02,1379.6723333333334
2017-07-03,1016.678
2017-07-04,674.3530000000001
2017-07-05,332.028
2017-07-06,361.376
2017-07-07,87.21
2017-07-08,484.1
2017-07-09,526.45
2017-07-10,18.84
2017-07-11,42.896
2017-07-12,66.952
2017-07-13,91.008
2017-07-14,692.45
2017-07-15,1847.529
2017-07-16,313.724
2017-07-17,1241.149
2017-07-18,1473.888
2017-07-19,1006.6519999999999
2017-07-20,539.4159999999999
2017-07-21,661.44
2017-07-22,526.344
2017-07-23,503.16266666666667
2017-07-24,479.98133333333334
2017-07-25,456.79999999999995
2017-07-26,362.352
2017-07-27,324.65
2017-07-28,371.64
2017-07-29,418.63
2017-07-30,227.795
2017-07-31,36.96
2017-08-01,127.084
2017-08-02,217.20800000000003
2017-08-03,307.332
2017-08-04,258.60133333333334
2017-08-05,209.8706666666667
2017-08-06,161.14000000000001
2017-08-07,258.93399999999997
2017-08-08,213.05599999999998
2017-08-09,167.178
2017-08-10,121.3
2017-08-11,978.0600000000001
2017-08-12,1834.8200000000002
2017-08-13,455.632
2017-08-14,418.296
2017-08-15,1935.5686666666666
2017-08-16,3452.841333333333
2017-08-17,4970.114
2017-08-18,204.38
2017-08-19,834.1146666666666
2017-08-20,1463.849333333333
2017-08-21,2093.584
2017-08-22,524.54
2017-08-23,2.784
2017-08-24,66.882
2017-08-25,130.98
2017-08-26,64.96
2017-08-27,2037.74
2017-08-28,1137.75
2017-08-29,148.02
2017-08-30,358.794
2017-08-31,569.568
2017-09-01,896.72
2017-09-02,2527.552
2017-09-03,620.631
2017-09-04,3722.982
2017-09-05,2638.884
2017-09-06,1554.786
2017-09-07,470.68800000000005
2017-09-08,1000.239
2017-09-09,482.56399999999996
2017-09-10,362.352
2017-09-11,2810.894
2017-09-12,8.36
2017-09-13,419.539
2017-09-14,830.718
2017-09-15,2612.768
2017-09-16,22.512
2017-09-17,2335.29
2017-09-18,30.14
2017-09-19,481.804
2017-09-20,5496.174
2017-09-21,2875.102
2017-09-22,254.03
2017-09-23,804.732
2017-09-24,1427.24
2017-09-25,805.7360000000001
2017-09-26,428.37600000000003
2017-09-27,235.19600000000003
2017-09-28,42.016000000000005
2017-09-29,553.688
2017-09-30,556.7239999999999
2017-10-01,559.76
2017-10-02,2758.4640000000004
2017-10-03,255.20800000000003
2017-10-04,19.98
2017-10-05,935.802
2017-10-06,41.96
2017-10-07,462.43
2017-10-08,145.764
2017-10-09,1333.393
2017-10-10,239.358
2017-10-11,1681.3429999999998
2017-10-12,3123.328
2017-10-13,1514.996
2017-10-14,9.46
2017-10-15,532.96
2017-10-16,2422.558
2017-10-17,1792.0927333333334
2017-10-18,1161.6274666666666
2017-10-19,531.1622
2017-10-20,328.29999999999995
2017-10-21,1470.238
2017-10-22,1005.3409999999999
2017-10-23,1193.4
2017-10-24,517.405
2017-10-25,437.1275
2017-10-26,356.85
2017-10-27,746.241
2017-10-28,77.952
2017-10-29,689.855
2017-10-30,1301.758
2017-10-31,1983.6889999999999
2017-11-01,2665.62
2017-11-02,1159.624
2017-11-03,2524.05
2017-11-04,523.764
2017-11-05,396.024
2017-11-06,2681.362
2017-11-07,623.322
2017-11-08,274.2
2017-11-09,883.018
2017-11-10,1482.52
2017-11-11,123.84
2017-11-12,250.304
2017-11-13,2765.6532
2017-11-14,321.568
2017-11-15,559.2
2017-11-16,289.59
2017-11-17,515.4928
2017-11-18,152.966
2017-11-19,2603.165
2017-11-20,880.862
2017-11-21,98.4
2017-11-22,142.5485
2017-11-23,186.697
2017-11-24,1734.028
2017-11-25,2639.309
2017-11-26,1375.6000000000001
2017-11-27,65.78
2017-11-28,4659.14
2017-11-29,491.888
2017-11-30,4129.728
2017-12-01,2542.292
2017-12-02,3527.504
2017-12-03,591.84
2017-12-04,992.782
2017-12-05,321.48
2017-12-06,201.93
2017-12-07,82.38
2017-12-08,3368.265
2017-12-09,1927.233
2017-12-10,2102.264
2017-12-11,1448.529
2017-12-12,968.7725
2017-12-13,489.01599999999996
2017-12-14,1852.5320000000002
2017-12-15,22.77
2017-12-16,197.712
2017-12-17,629.26
2017-12-18,1380.6810000000003
2017-12-19,115.378
2017-12-20,65.649
2017-12-21,15.92
2017-12-22,4086.456
2017-12-23,282.114
2017-12-24,1393.4940000000001
2017-12-25,832.454
2017-12-26,738.7216
2017-12-27,644.9892
2017-12-28,551.2568
2017-12-29,2330.718
2017-12-30,323.136
